dcls_month,fin_co_no,fin_prdt_cd,kor_co_nm,fin_prdt_nm,join_way,mtrt_int,spcl_cnd,join_deny,join_member,etc_note,max_limit,dcls_strt_day,dcls_end_day,fin_co_subm_day,intr_rate_type,intr_rate_type_nm,save_trm,intr_rate,intr_rate2
202505,0010016,10511008000996000,아이엠뱅크,iM주거래우대예금(첫만남고객형),"영업점,인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.65%p              
 - 목돈굴리기예금 최초 가입시 : 연0.20%p
 - 상품 가입 전 최근 1개월 이내 신용(체크)카드 신규 발급 : 연0.20%p
 - 상품 가입 전 최근 1개월 이내 인터넷.폰.모바일앱뱅킹 가입 : 연0.20%p
 * 해당 상품을 인터넷/모바일뱅킹을 통해 가입 : 연0.05%p",1,실명의 개인,계좌당 가입 최저한도 : 100만원,,20250520,,202505200931,S,단리,12,2.26,2.91
202505,0010016,10511008000996000,아이엠뱅크,iM주거래우대예금(첫만남고객형),"영업점,인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.65%p              
 - 목돈굴리기예금 최초 가입시 : 연0.20%p
 - 상품 가입 전 최근 1개월 이내 신용(체크)카드 신규 발급 : 연0.20%p
 - 상품 가입 전 최근 1개월 이내 인터넷.폰.모바일앱뱅킹 가입 : 연0.20%p
 * 해당 상품을 인터넷/모바일뱅킹을 통해 가입 : 연0.05%p",1,실명의 개인,계좌당 가입 최저한도 : 100만원,,20250520,,202505200931,S,단리,24,2.13,2.78
202505,0010016,10511008000996000,아이엠뱅크,iM주거래우대예금(첫만남고객형),"영업점,인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.65%p              
 - 목돈굴리기예금 최초 가입시 : 연0.20%p
 - 상품 가입 전 최근 1개월 이내 신용(체크)카드 신규 발급 : 연0.20%p
 - 상품 가입 전 최근 1개월 이내 인터넷.폰.모바일앱뱅킹 가입 : 연0.20%p
 * 해당 상품을 인터넷/모바일뱅킹을 통해 가입 : 연0.05%p",1,실명의 개인,계좌당 가입 최저한도 : 100만원,,20250520,,202505200931,S,단리,36,2.15,2.8
202505,0010016,10511008001004000,아이엠뱅크,iM행복파트너예금(일반형),"영업점,인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.45%p
- 지난달 당행 통장으로 연금 입금 실적 보유 : 연0.10%p
- 상품 가입 전 당행 신용(체크)카드 보유 : 연0.10%p
- 지난 3개월 예금 평잔 30만원 이상 : 연0.10%p
- iM행복파트너적금 동시 가입 및 만기 보유 : 연0.10%p
* 해당 상품을 인터넷/모바일뱅킹을 통해 가입 : 연0.05%p",3,만50세 이상 실명의 개인,계좌당 가입 최저한도 : 100만원,,20250520,,202505200931,S,단리,3,1.47,1.92
202505,0010016,10511008001004000,아이엠뱅크,iM행복파트너예금(일반형),"영업점,인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.45%p
- 지난달 당행 통장으로 연금 입금 실적 보유 : 연0.10%p
- 상품 가입 전 당행 신용(체크)카드 보유 : 연0.10%p
- 지난 3개월 예금 평잔 30만원 이상 : 연0.10%p
- iM행복파트너적금 동시 가입 및 만기 보유 : 연0.10%p
* 해당 상품을 인터넷/모바일뱅킹을 통해 가입 : 연0.05%p",3,만50세 이상 실명의 개인,계좌당 가입 최저한도 : 100만원,,20250520,,202505200931,S,단리,6,1.87,2.32
202505,0010016,10511008001004000,아이엠뱅크,iM행복파트너예금(일반형),"영업점,인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.45%p
- 지난달 당행 통장으로 연금 입금 실적 보유 : 연0.10%p
- 상품 가입 전 당행 신용(체크)카드 보유 : 연0.10%p
- 지난 3개월 예금 평잔 30만원 이상 : 연0.10%p
- iM행복파트너적금 동시 가입 및 만기 보유 : 연0.10%p
* 해당 상품을 인터넷/모바일뱅킹을 통해 가입 : 연0.05%p",3,만50세 이상 실명의 개인,계좌당 가입 최저한도 : 100만원,,20250520,,202505200931,S,단리,12,2.46,2.91
202505,0010016,10511008001004000,아이엠뱅크,iM행복파트너예금(일반형),"영업점,인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.45%p
- 지난달 당행 통장으로 연금 입금 실적 보유 : 연0.10%p
- 상품 가입 전 당행 신용(체크)카드 보유 : 연0.10%p
- 지난 3개월 예금 평잔 30만원 이상 : 연0.10%p
- iM행복파트너적금 동시 가입 및 만기 보유 : 연0.10%p
* 해당 상품을 인터넷/모바일뱅킹을 통해 가입 : 연0.05%p",3,만50세 이상 실명의 개인,계좌당 가입 최저한도 : 100만원,,20250520,,202505200931,S,단리,24,2.33,2.78
202505,0010016,10511008001004000,아이엠뱅크,iM행복파트너예금(일반형),"영업점,인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.45%p
- 지난달 당행 통장으로 연금 입금 실적 보유 : 연0.10%p
- 상품 가입 전 당행 신용(체크)카드 보유 : 연0.10%p
- 지난 3개월 예금 평잔 30만원 이상 : 연0.10%p
- iM행복파트너적금 동시 가입 및 만기 보유 : 연0.10%p
* 해당 상품을 인터넷/모바일뱅킹을 통해 가입 : 연0.05%p",3,만50세 이상 실명의 개인,계좌당 가입 최저한도 : 100만원,,20250520,,202505200931,S,단리,36,2.35,2.8
202505,0010016,10511008001166004,아이엠뱅크,iM함께예금,"영업점,인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리:연0.45%p
- 전월 총 수신 평잔실적 또는 상품 가입전 첫만남플러스 통장 보유시 
-당행 주택청약상품보유 
-신규일 ""iM함께적금"" 동시 가입 및 만기 보유 
-당행 오픈뱅킹서비스에 다른 은행 계좌 등록시 
각  연0.10%p                       
*해당 상품을 인터넷/모바일뱅킹을 통해 가입 시 : 연0.05%p",1,실명의 개인 및 개인사업자,계좌당 가입 최저한도 : 100만원,,20250520,,202505200931,S,단리,12,2.4,2.85
202505,0010016,10511008001278000,아이엠뱅크,iM스마트예금,"인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.25%p
- 가입일(재예치일)로부터 3개월 이내 아래 1가지 이상 요건 충족시
① 당행 주택청약종합저축 보유
② 당행 신용(체크)카드 결제실적 보유(결제금액 출금기준)
* 해당 상품을 인터넷/모바일뱅킹을 통해 가입 : 연0.05%p",1,실명의 개인,계좌당 가입 최저한도 : 100만원,,20250520,,202505200931,S,단리,1,1.6,1.65
202505,0010016,10511008001278000,아이엠뱅크,iM스마트예금,"인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.25%p
- 가입일(재예치일)로부터 3개월 이내 아래 1가지 이상 요건 충족시
① 당행 주택청약종합저축 보유
② 당행 신용(체크)카드 결제실적 보유(결제금액 출금기준)
* 해당 상품을 인터넷/모바일뱅킹을 통해 가입 : 연0.05%p",1,실명의 개인,계좌당 가입 최저한도 : 100만원,,20250520,,202505200931,S,단리,3,2.6,2.65
202505,0010016,10511008001278000,아이엠뱅크,iM스마트예금,"인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.25%p
- 가입일(재예치일)로부터 3개월 이내 아래 1가지 이상 요건 충족시
① 당행 주택청약종합저축 보유
② 당행 신용(체크)카드 결제실적 보유(결제금액 출금기준)
* 해당 상품을 인터넷/모바일뱅킹을 통해 가입 : 연0.05%p",1,실명의 개인,계좌당 가입 최저한도 : 100만원,,20250520,,202505200931,S,단리,6,2.5,2.75
202505,0010016,10511008001278000,아이엠뱅크,iM스마트예금,"인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.25%p
- 가입일(재예치일)로부터 3개월 이내 아래 1가지 이상 요건 충족시
① 당행 주택청약종합저축 보유
② 당행 신용(체크)카드 결제실적 보유(결제금액 출금기준)
* 해당 상품을 인터넷/모바일뱅킹을 통해 가입 : 연0.05%p",1,실명의 개인,계좌당 가입 최저한도 : 100만원,,20250520,,202505200931,S,단리,12,2.5,2.75
202505,0010016,10511008001278000,아이엠뱅크,iM스마트예금,"인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.25%p
- 가입일(재예치일)로부터 3개월 이내 아래 1가지 이상 요건 충족시
① 당행 주택청약종합저축 보유
② 당행 신용(체크)카드 결제실적 보유(결제금액 출금기준)
* 해당 상품을 인터넷/모바일뱅킹을 통해 가입 : 연0.05%p",1,실명의 개인,계좌당 가입 최저한도 : 100만원,,20250520,,202505200931,S,단리,24,2.18,2.43
202505,0010016,10511008001278000,아이엠뱅크,iM스마트예금,"인터넷,스마트폰","만기 후 1개월 미만 경과 : 약정이자율 x 50%
만기 후 3개월 미만 경과 : 약정이자율 x 25% 
만기 후 3개월 이상 경과 : 약정이자율 x 10%","* 최고우대금리 : 연0.25%p
- 가입일(재예치일)로부터 3개월 이내 아래 1가지 이상 요건 충족시
① 당행 주택청약종합저축 보유
② 당행 신용(체크)카드 결제실적 보유(결제금액 출금기준)
* 해당 상품을 인터넷/모바일뱅킹을 통해 가입 : 연0.05%p",1,실명의 개인,계좌당 가입 최저한도 : 100만원,,20250520,,202505200931,S,단리,36,2.2,2.45
202505,0010017,01030500510002,부산은행,LIVE정기예금,"영업점,인터넷","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","*우대이율
가. 3~5개월 특판우대이율 : 0.50%
나. 6~11개월 특판 우대이율: 0.40%
다. 12개월 특판 우대이율 : 0.25%",1,제한없음,"1. 가입금액 :
   1천만원 이상
2. 가입기간 : 
1개월 이상 60개월 이하(일단위)
3. 월이자지급식/만기일시지급식",,20250520,,202505200946,S,단리,1,1.8,1.8
202505,0010017,01030500510002,부산은행,LIVE정기예금,"영업점,인터넷","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","*우대이율
가. 3~5개월 특판우대이율 : 0.50%
나. 6~11개월 특판 우대이율: 0.40%
다. 12개월 특판 우대이율 : 0.25%",1,제한없음,"1. 가입금액 :
   1천만원 이상
2. 가입기간 : 
1개월 이상 60개월 이하(일단위)
3. 월이자지급식/만기일시지급식",,20250520,,202505200946,S,단리,3,2.0,2.5
202505,0010017,01030500510002,부산은행,LIVE정기예금,"영업점,인터넷","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","*우대이율
가. 3~5개월 특판우대이율 : 0.50%
나. 6~11개월 특판 우대이율: 0.40%
다. 12개월 특판 우대이율 : 0.25%",1,제한없음,"1. 가입금액 :
   1천만원 이상
2. 가입기간 : 
1개월 이상 60개월 이하(일단위)
3. 월이자지급식/만기일시지급식",,20250520,,202505200946,S,단리,6,2.1,2.5
202505,0010017,01030500510002,부산은행,LIVE정기예금,"영업점,인터넷","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","*우대이율
가. 3~5개월 특판우대이율 : 0.50%
나. 6~11개월 특판 우대이율: 0.40%
다. 12개월 특판 우대이율 : 0.25%",1,제한없음,"1. 가입금액 :
   1천만원 이상
2. 가입기간 : 
1개월 이상 60개월 이하(일단위)
3. 월이자지급식/만기일시지급식",,20250520,,202505200946,S,단리,12,2.25,2.5
202505,0010017,01030500510002,부산은행,LIVE정기예금,"영업점,인터넷","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","*우대이율
가. 3~5개월 특판우대이율 : 0.50%
나. 6~11개월 특판 우대이율: 0.40%
다. 12개월 특판 우대이율 : 0.25%",1,제한없음,"1. 가입금액 :
   1천만원 이상
2. 가입기간 : 
1개월 이상 60개월 이하(일단위)
3. 월이자지급식/만기일시지급식",,20250520,,202505200946,S,단리,24,1.9,1.9
202505,0010017,01030500510002,부산은행,LIVE정기예금,"영업점,인터넷","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","*우대이율
가. 3~5개월 특판우대이율 : 0.50%
나. 6~11개월 특판 우대이율: 0.40%
다. 12개월 특판 우대이율 : 0.25%",1,제한없음,"1. 가입금액 :
   1천만원 이상
2. 가입기간 : 
1개월 이상 60개월 이하(일단위)
3. 월이자지급식/만기일시지급식",,20250520,,202505200946,S,단리,36,1.9,1.9
202505,0010017,01030500560002,부산은행,더(The) 특판 정기예금,"인터넷,스마트폰","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","* 우대이율 (최대 0.70%p)
가. 모바일뱅킹 금융정보 및 혜택알림 동의 우대이율 : 0.10%p
나. 이벤트 우대이율 : 최대 0.6%p 
1) 더(The) 특판 정기예금 신규고객 우대이율 : 0.10%p
2) 특판 우대이율 : 0.50%p",1,실명의 개인,"1. 가입금액 : 1백만원 이상 제한없음 (원단위)
2. 가입기간 : 1개월, 3개월, 6개월, 1년, 2년, 3년
3. 이자지급방식 : 만기일시지급식",,20250520,,202505200946,S,단리,1,1.4,2.1
202505,0010017,01030500560002,부산은행,더(The) 특판 정기예금,"인터넷,스마트폰","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","* 우대이율 (최대 0.70%p)
가. 모바일뱅킹 금융정보 및 혜택알림 동의 우대이율 : 0.10%p
나. 이벤트 우대이율 : 최대 0.6%p 
1) 더(The) 특판 정기예금 신규고객 우대이율 : 0.10%p
2) 특판 우대이율 : 0.50%p",1,실명의 개인,"1. 가입금액 : 1백만원 이상 제한없음 (원단위)
2. 가입기간 : 1개월, 3개월, 6개월, 1년, 2년, 3년
3. 이자지급방식 : 만기일시지급식",,20250520,,202505200946,S,단리,3,1.75,2.45
202505,0010017,01030500560002,부산은행,더(The) 특판 정기예금,"인터넷,스마트폰","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","* 우대이율 (최대 0.70%p)
가. 모바일뱅킹 금융정보 및 혜택알림 동의 우대이율 : 0.10%p
나. 이벤트 우대이율 : 최대 0.6%p 
1) 더(The) 특판 정기예금 신규고객 우대이율 : 0.10%p
2) 특판 우대이율 : 0.50%p",1,실명의 개인,"1. 가입금액 : 1백만원 이상 제한없음 (원단위)
2. 가입기간 : 1개월, 3개월, 6개월, 1년, 2년, 3년
3. 이자지급방식 : 만기일시지급식",,20250520,,202505200946,S,단리,6,1.9,2.6
202505,0010017,01030500560002,부산은행,더(The) 특판 정기예금,"인터넷,스마트폰","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","* 우대이율 (최대 0.70%p)
가. 모바일뱅킹 금융정보 및 혜택알림 동의 우대이율 : 0.10%p
나. 이벤트 우대이율 : 최대 0.6%p 
1) 더(The) 특판 정기예금 신규고객 우대이율 : 0.10%p
2) 특판 우대이율 : 0.50%p",1,실명의 개인,"1. 가입금액 : 1백만원 이상 제한없음 (원단위)
2. 가입기간 : 1개월, 3개월, 6개월, 1년, 2년, 3년
3. 이자지급방식 : 만기일시지급식",,20250520,,202505200946,S,단리,12,2.0,2.7
202505,0010017,01030500560002,부산은행,더(The) 특판 정기예금,"인터넷,스마트폰","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","* 우대이율 (최대 0.70%p)
가. 모바일뱅킹 금융정보 및 혜택알림 동의 우대이율 : 0.10%p
나. 이벤트 우대이율 : 최대 0.6%p 
1) 더(The) 특판 정기예금 신규고객 우대이율 : 0.10%p
2) 특판 우대이율 : 0.50%p",1,실명의 개인,"1. 가입금액 : 1백만원 이상 제한없음 (원단위)
2. 가입기간 : 1개월, 3개월, 6개월, 1년, 2년, 3년
3. 이자지급방식 : 만기일시지급식",,20250520,,202505200946,S,단리,24,1.55,2.25
202505,0010017,01030500560002,부산은행,더(The) 특판 정기예금,"인터넷,스마트폰","- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","* 우대이율 (최대 0.70%p)
가. 모바일뱅킹 금융정보 및 혜택알림 동의 우대이율 : 0.10%p
나. 이벤트 우대이율 : 최대 0.6%p 
1) 더(The) 특판 정기예금 신규고객 우대이율 : 0.10%p
2) 특판 우대이율 : 0.50%p",1,실명의 개인,"1. 가입금액 : 1백만원 이상 제한없음 (원단위)
2. 가입기간 : 1개월, 3개월, 6개월, 1년, 2년, 3년
3. 이자지급방식 : 만기일시지급식",,20250520,,202505200946,S,단리,36,1.25,1.95
202505,0010017,01030500600002,부산은행,더(The) 레벨업 정기예금,스마트폰,"- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","*우대이율(최대 0.20%p)
가. 모바일뱅킹 금융정보 및 혜택알림 동의 우대이율 : 0.10%p
나. 비대면 정기예금 재예치 우대이율  : 0.10%",1,실명의 개인,"1. 가입금액 : 1백만원 이상 제한없음 (원단위)
2. 가입기간 : 6개월, 1년
3. 이자지급방식 : 만기일시지급식",,20250520,,202505200946,S,단리,6,2.3,2.5
202505,0010017,01030500600002,부산은행,더(The) 레벨업 정기예금,스마트폰,"- 만기후1년내: 가입기간별 일반정기예금이율 x 50%,
- 만기후1년초과:가입기간별 일반정기예금이율 x 20%","*우대이율(최대 0.20%p)
가. 모바일뱅킹 금융정보 및 혜택알림 동의 우대이율 : 0.10%p
나. 비대면 정기예금 재예치 우대이율  : 0.10%",1,실명의 개인,"1. 가입금액 : 1백만원 이상 제한없음 (원단위)
2. 가입기간 : 6개월, 1년
3. 이자지급방식 : 만기일시지급식",,20250520,,202505200946,S,단리,12,2.45,2.65
202505,0010019,TD11300027000,광주은행,미즈월복리정기예금,"영업점,인터넷,스마트폰,기타","*만기후 1개월 이내: 만기일 당시 최초 가입 기간별 일반정기예금 고시금리의 1/2 
*만기후 1개월 초과: 0.01%","▶ 최고우대금리 0.2% 
 ① 요구불평잔 : 0.2% -300만원이상 0.1%, 500만원이상 0.2%
 ② 신용(체크)카드결제실적 : 0.1% -전월결제금 300만원이상 0.05%, 500만원이상 0.1%",1,만18세이상 여성으로 실명의 개인 및 개인사업자,"1. 가입기간 : 1년이상 3년제
2. 가입금액 : 5백만원이상 최고 50백만원",50000000.0,20250520,,202505211051,M,복리,12,2.3,2.5
